AssessmentIndDefinition.Name,AssessmentIndDefinitionId,ExternalId__c,AssessmentTaskDefinitionId,DisplayOrder
A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,0eubZ00000001JuQAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",0eubZ00000001JvQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",0eubZ00000001JyQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",0eubZ00000001JzQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,0eubZ00000001K0QAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",0eubZ00000001K1QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",0eubZ00000001K2QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",0eubZ00000001K3QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,
"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",0eubZ00000001K5QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,
A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,0eubZ00000001K6QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,
"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",0eubZ00000001K7QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,
"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing the nature and scope of the programs to be provided.,0eubZ00000001KDQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policydescribing how the objectives described in subsection .1.,0eubZ00000001KEQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
A registrant who provides assistance with psychosocial supports must do all of the following:make a policyidentifying which programs must be delivered by health professionals.,0eubZ00000001KFQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate to resident needs and personal goals.,0eubZ00000001KGQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,
A registrant who provides assistance with psychosocial supports must do all of the following:ensure that programs are appropriate given resident readiness to participate.,0eubZ00000001KHQAY,Residents' Rights SU Compliance,0Z4bZ00000000C8SAI,
A registrant who provides assistance with psychosocial supports must do all of the following:post or otherwise provide to residents a calendar of the programs.,0eubZ00000001KIQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
All plans and policies that must be made under this regulation are made in writing.,0eubZ00000001KJQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
All plans and policies that must be made under this regulation are implementated.,0eubZ00000001KKQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
All plans and policies that must be made under this regulation are available to employees having relevant duties and responsibilities.,0eubZ00000001KLQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
"all plans, policies that made under this reg are available residents, on request of a resident, the resident's contact person and personal rep., except the employee plan made under section 21 [employee plan]& a plan made in respect of a specific resident",0eubZ00000001KMQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
A registrant must monitor and review regularly all operations of the assisted living residence to ensure compliance with the Act and this regulation.,0eubZ00000001KNQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
"For the purposes of carrying out a duty under this Act, a registrant may do both of the following:seek the consent, in writing, of a prospective resident or a resident to the collection and disclosure of personal information",0eubZ00000001KOQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
"For the purposes of carrying out a duty under this Act, a registrant (if consent under paragraph (a) is granted), request a health authority to disclose to the registrant personal information respecting the prospective resident or resident.",0eubZ00000001KPQAY,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,
