AssessmentIndDefinition.ExternalId__c,AssessmentIndDefinition.Name,AssessmentIndDefinitionId,AssessmentTaskDefinition.Name,AssessmentTaskDefinitionId,DisplayOrder,ExternalId__c,Id
S 64.4.a ,A registrant who provides assistance with safekeeping medication mustconsult with a pharmacist within the meaning of the Health Professions Act for the purpose of making and revising the plan referred to in subsection .1,0eubZ00000001JcQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,MNWEFJBGXJQUI132NF
S 64.4.b ,A registrant who provides assistance with safekeeping medication mustkeep a record of the results of the consultation.,0eubZ00000001JdQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,FBXQHDTQKLKCWLKTIL
S 65.1.a.i ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptsafely and securely.,0eubZ00000001JeQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,DHUK0JJOPGSDSSE7MM
S 65.1.a.ii ,"Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is keptin accordance with the directions, if any, of the dispensing pharmacy.",0eubZ00000001JfQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,QRUBC3GSYLY5G7GVZH
S 65.1.b ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that an inventory of medication is maintained.,0eubZ00000001JgQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,LRNE6HDBE5M45QEYZE
S 65.1.c ,"Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is kept in its original, labelled container until the medication is distributed or administered.",0eubZ00000001JhQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,ROFCUD6DXEP1SLWH7B
S 65.1.d.i ,A registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the assisted living residence:that medication is returned to a pharmacy if the medicationhas expired.,0eubZ00000001JiQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,OFUX9O8NMXYKOWWBTL
S 65.1.d.ii ,Registrant who provides assistance with safekeeping medication must ensure all of the following with respect to medication kept in the AL residence: that medication is returned to a pharmacy if no longer used by the resident to whom prescribed.,0eubZ00000001JjQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,OYPPAQEYDWY37SJKIE
S 65.1.d.iii ,Registrant who provides assistance with safekeeping medication must ensure with respect to medication kept in the AL residence: that medication is returned to a pharmacy if prescribed to a person who no longer resides in the AL residence.,0eubZ00000001JkQAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,OYGECBBTTA5RPMNECC
S 66.1 ,A registrant who provides assistance with distributing medication must ensure that a record is made in respect of each distribution of medication.,0eubZ00000001JlQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,EOXYVHSEQE7AS7NODZ
S 67.1.a ,A registrant who provides assistance with administering medication must ensure that medication is administered only bythe resident.,0eubZ00000001JmQAI,Employees/Staff SU Compliance,0Z4bZ00000000C5SAI,,Employees/Staff SU Compliance,52BXQKZHG2LVKLKHDH
S 67.1.b ,"Registrant who provides assistance with administering medication must ensure administration is only by a hlth professional, or certified non-registrant within the meaning of the Hlth Professions Act, who is authorized under that Act to administer.",0eubZ00000001JnQAI,Employees/Staff SU Compliance,0Z4bZ00000000C5SAI,,Employees/Staff SU Compliance,J3YYEXUJYWTSCK4HOL
S 67.2.a ,"Registrant who provides assistance administering meds must ensure if, under the Pharm Operations & Drug Scheduling Act, a med is avail only on the prescription of a hlth pro, that the med is administered to a resident only if prescribed by a hlth pro",0eubZ00000001JoQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,EFYKFXM78QFWIERV2Y
S 67.2.b ,A registrant who provides assistance with administering medication must ensure all of the following:that medication prescribed by a health professional for a resident is administered to the resident as prescribed.,0eubZ00000001JpQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,QO18FX9QLI9XNKNZZ4
S 67.2.c.i ,A registrant who provides assistance with administering medication must ensure all of the following:that a record is madein respect of each administration of medication to a resident.,0eubZ00000001JqQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,RR5ENQRT8N6RGL807X
S 67.2.c.ii ,"A registrant who provides assistance with administering medication must ensure all of the following:that a record is madeof each error made in administering medication, if any, to which section 51 [reportable incidents] does not apply.",0eubZ00000001JrQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,2SRTY4HOTBMSVEMA7K
S 68.1.a ,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; money intended to be used by the resident for daily expenses.",0eubZ00000001JsQAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,JZXL54D5U68O8DFX3D
S 68.1.b ,"In par. (c) def of ""AL services"" in s. 1 of the Act, ""assistance with the safekeeping of money & other personal property"" includes holding or safekeeping on behalf of a resident one or both; personal property belonging to the resident.",0eubZ00000001JtQAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,BCD9LA4GYBU06TYQAO
S 68.2 ,A registrant does not provide assistance with the safekeeping of money and other personal property solely because the registrant provides a lockable device in accordance with section 18 .2.,0eubZ00000001JuQAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,GSUYY35LM2FB4KO1P6
S 69.1 ,"A registrant who provides assistance with the safekeeping of money and other personal property must not hold or keep, for any resident, money in an amount totalling more than $300.",0eubZ00000001JvQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,IJMUTY8QD0XAUCO52R
S 69.2.a.i ,Registrant who provides assistance with the safekeeping of money and other personal property must keep for each resident a record that includes all of the following:a current accounting of the money and a current inventory of the personal property held.,0eubZ00000001JwQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,QGT9MJ2ZCBRGIN3MRY
S 69.2.a.ii ,"Registrant- safekeeping money & personal prop must keep a record of the amount of money & personal prop the registrant gave to or rec'd from the resident,contact person or personal rep & the date given or rec'd with amounts given or rec'd when res ended.",0eubZ00000001JxQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,FIGPRZDGDUXC6RRQFZ
S 69.2.b ,"A registrant who provides assistance with the safekeeping of money and other personal property must do all of the following:on request of a resident, give to the resident a copy of the record referred to in paragraph .a.",0eubZ00000001JyQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,EF2HMUYGEFOQKFHF7P
S 69.2.c ,"Registrant who provides assistance with the safekeeping of money & other personal property must if the resident consents, give to the resident's contact person or personal representative, if any, a copy of the record referred to in paragraph .a.",0eubZ00000001JzQAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,XSKE9ICIA2ELUZAYTI
S 69.3 ,A registrant who provides assistance with the safekeeping of money and other personal property is not required to calculate or pay interest on money held for residents.,0eubZ00000001K0QAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,LWQRSD1KG6OCJCZIGI
S 70.1.a ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatmodifies the meals, fluids or snacks described in a menu plan.",0eubZ00000001K1QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,WPI7OWFIRB8UWTYKUJ
S 70.1.b ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatis or is part of a treatment plan for the resident's medical condition.",0eubZ00000001K2QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,PVGSYVYIG2WSKIY76E
S 70.1.c ,"In paragraph (d) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with managing therapeutic diets"" includes providing to a resident a diet thatcontrols the intake of particular foods or nutrients.",0eubZ00000001K3QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,OX4WMAAJOAONSPPDBK
S 70.2.a ,"If a resident requires a therapeutic diet, registrant must ensure a individual dietary plan is developed, in consultation with a med practitioner, nurse practitioner or dietitian, that gives instructions on how meals, fluids or snacks are to be modified.",0eubZ00000001K4QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,9B8IX3AUNQQPA2VHK4
S 70.2.b ,"If a resident requires a therapeutic diet, the registrant must ensure thatthe therapeutic diet is provided in accordance with the individual dietary plan.",0eubZ00000001K5QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,EP4QIBRRSGPRKFG6A7
S 70.3 ,A registrant who provides assistance with managing therapeutic diets must support a resident to adhere to the resident's therapeutic diet.,0eubZ00000001K6QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,QALG7VYVYVURUGNIEL
S 71.1 ,"In paragraph (e) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with behavior management"" includes supporting a resident to reduce & manage occurrences of behaviors that negatively affect the resident's H&S or quality of life.",0eubZ00000001K7QAI,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,QZKZEKQH3SUIBGAYK7
S 71.2 ,"Registrant who provides to a resident assistance with behavior management must, in consultation with an appropriate hlth professional who has assessed the resident's needs & capabilities, develop a behavior management plan &revised as appropriate.",0eubZ00000001K8QAI,Administrative and Other Matters SU Compliance,0Z4bZ00000000C6SAI,,Administrative and Other Matters SU Compliance,IOFIMRXIKAZAKS2MNE
S 71.3 ,A registrant who provides assistance with behaviour management must support a resident to adhere to the resident's behaviour management plan.,0eubZ00000001K9QAI,Health and Safety SU Compliance,0Z4bZ00000000C2SAI,,Health and Safety SU Compliance,1BOQ08FROZE2QMWH6W
S 72.1.a ,"In par (f) of the def of ""AL services"" in s.1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs  to promote basic living skills including communication, interpersonal & planning.",0eubZ00000001KAQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,RDKBCTSQCPQNECS1ZN
S 72.1.b ,"In paragraph (f) of the definition of ""assisted living services"" in section 1 of the Act, ""assistance with psychosocial supports"" includes providing to a resident, or assisting a resident to participate in, programs designed to promotewellness management.",0eubZ00000001KBQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,LOTNJAW7KXPHZXDLG5
S 72.1.c ,"In paragraph (f) of the definition of ""AL services"" in s. 1 of the Act, ""assistance with psychosocial supports"" includes providing to or assisting a resident to participate in, programs designed to promote community integration and engagement.",0eubZ00000001KCQAY,Assisted Living Services SU Compliance,0Z4bZ00000000CASAY,,Assisted Living Services SU Compliance,ZBHIXHZPKVUVPWOJRK
